neighbourhood_cleansed,room_type,crime_count,price,number_of_reviews,review_scores_rating 
Lincoln Park,Entire home/apt,31,267.0,19,4.63
Kenwood,Entire home/apt,63,150.0,38,4.74
Lincoln Square,Entire home/apt,16,98.0,36,4.61
Near North Side,Entire home/apt,33,115.0,229,4.87
Albany Park,Private room,33,77.0,10,4.3
Albany Park,Private room,32,77.0,20,4.6
Near North Side,Entire home/apt,36,292.0,187,4.93
Lake View,Entire home/apt,13,479.0,18,4.78
West Town,Entire home/apt,42,74.0,2,5.0
West Town,Private room,40,88.0,5,4.8
Humboldt Park,Entire home/apt,99,53.0,68,4.6
Portage Park,Entire home/apt,7,75.0,3,4.0
Near North Side,Entire home/apt,47,105.0,17,4.82
Lake View,Entire home/apt,11,671.0,195,4.86
Lake View,Entire home/apt,12,144.0,97,4.64
Woodlawn,Entire home/apt,136,116.0,117,4.83
East Garfield Park,Entire home/apt,371,180.0,77,4.71
Lake View,Entire home/apt,8,135.0,12,5.0
Douglas,Private room,64,55.0,80,4.81
Loop,Entire home/apt,55,205.0,192,4.8
Loop,Entire home/apt,60,171.0,230,4.71
Loop,Entire home/apt,53,398.0,499,4.81
Loop,Entire home/apt,53,333.0,309,4.82
Loop,Entire home/apt,59,169.0,124,4.71
Loop,Entire home/apt,53,155.0,279,4.79
Near North Side,Entire home/apt,43,89.0,171,4.9
Near North Side,Entire home/apt,54,97.0,4,4.5
East Garfield Park,Private room,319,60.0,6,4.33
Lincoln Park,Entire home/apt,18,290.0,61,4.95
Lake View,Entire home/apt,9,50.0,10,5.0
West Town,Entire home/apt,47,112.0,133,4.95
Dunning,Private room,27,75.0,85,4.89
South Shore,Entire home/apt,242,127.0,110,4.64
Near North Side,Entire home/apt,60,121.0,1,5.0
Avondale,Entire home/apt,34,125.0,7,5.0
Garfield Ridge,Entire home/apt,1,145.0,26,4.73
Loop,Entire home/apt,67,250.0,38,4.87
Near West Side,Private room,121,44.0,0,
Near West Side,Private room,121,44.0,1,5.0
Near West Side,Private room,110,44.0,1,5.0
Near West Side,Private room,114,44.0,3,4.67
Near West Side,Private room,114,44.0,1,5.0
Near West Side,Private room,119,59.0,0,
Near West Side,Private room,117,44.0,3,5.0
West Town,Entire home/apt,78,161.0,56,4.36
Rogers Park,Entire home/apt,33,49.0,0,
South Shore,Private room,255,31.0,14,4.14
Near North Side,Entire home/apt,54,493.0,129,4.98
Rogers Park,Entire home/apt,42,99.0,34,4.76
Logan Square,Entire home/apt,23,100.0,6,4.67
East Garfield Park,Private room,212,44.0,0,
East Garfield Park,Private room,216,44.0,0,
East Garfield Park,Private room,211,44.0,0,
East Garfield Park,Private room,213,44.0,1,5.0
East Garfield Park,Private room,211,44.0,0,
Grand Boulevard,Entire home/apt,91,135.0,10,5.0
Lake View,Entire home/apt,11,173.0,90,4.76
Lake View,Entire home/apt,7,73.0,118,4.94
Irving Park,Entire home/apt,26,75.0,39,4.92
Logan Square,Entire home/apt,37,92.0,237,4.96
West Town,Entire home/apt,45,653.0,60,5.0
West Town,Entire home/apt,57,276.0,88,4.98
Humboldt Park,Entire home/apt,178,130.0,1,5.0
Near West Side,Entire home/apt,57,300.0,0,
Lake View,Entire home/apt,9,250.0,0,
Lincoln Park,Entire home/apt,7,400.0,11,4.64
Lower West Side,Private room,71,91.0,2,5.0
Loop,Entire home/apt,53,155.0,1,5.0
Near West Side,Entire home/apt,64,350.0,7,4.29
Logan Square,Entire home/apt,46,545.0,54,4.98
Rogers Park,Entire home/apt,43,268.0,127,5.0
Lake View,Entire home/apt,9,269.0,108,5.0
Near West Side,Private room,122,44.0,0,
West Town,Entire home/apt,88,225.0,90,4.71
Logan Square,Entire home/apt,46,250.0,12,5.0
Near North Side,Entire home/apt,39,408.0,28,5.0
South Shore,Entire home/apt,164,652.0,13,5.0
Auburn Gresham,Entire home/apt,140,321.0,26,4.77
Avondale,Entire home/apt,41,139.0,93,4.96
Douglas,Private room,55,70.0,127,4.91
Douglas,Private room,55,80.0,91,4.92
Douglas,Private room,52,86.0,141,4.98
Austin,Entire home/apt,209,125.0,7,4.29
East Garfield Park,Private room,214,44.0,1,5.0
Douglas,Private room,54,93.0,84,4.95
West Town,Entire home/apt,47,550.0,102,4.86
Near North Side,Entire home/apt,43,642.0,43,4.84
Humboldt Park,Private room,354,48.0,7,4.43
West Town,Entire home/apt,56,200.0,41,4.95
South Lawndale,Entire home/apt,152,294.0,79,4.7
Near West Side,Private room,122,59.0,1,4.0
Near West Side,Private room,117,44.0,0,
Near West Side,Private room,122,44.0,1,5.0
Near West Side,Private room,117,44.0,0,
Near West Side,Private room,124,44.0,1,3.0
Near West Side,Private room,116,44.0,0,
Near West Side,Private room,117,44.0,1,5.0
Kenwood,Entire home/apt,22,214.0,1,4.0
Lake View,Entire home/apt,8,60.0,140,4.79
Lake View,Entire home/apt,10,62.0,129,4.78
Lake View,Entire home/apt,7,105.0,108,4.81
Lake View,Entire home/apt,17,93.0,146,4.76
Lincoln Park,Entire home/apt,8,360.0,68,4.34
East Garfield Park,Private room,433,42.0,72,4.83
North Center,Entire home/apt,11,61.0,326,4.73
Near South Side,Entire home/apt,51,121.0,0,
Near North Side,Entire home/apt,50,1600.0,8,4.88
Near South Side,Entire home/apt,51,110.0,2,3.0
Lake View,Entire home/apt,10,246.0,137,4.97
Lake View,Entire home/apt,6,363.0,181,4.92
South Shore,Entire home/apt,140,199.0,2,5.0
Lincoln Park,Entire home/apt,5,250.0,88,4.84
Near South Side,Entire home/apt,51,124.0,1,4.0
Albany Park,Private room,34,55.0,40,4.98
Logan Square,Entire home/apt,64,113.0,112,4.94
West Town,Entire home/apt,46,333.0,80,4.7
Near North Side,Entire home/apt,41,224.0,70,4.94
Uptown,Private room,22,99.0,0,
Near South Side,Entire home/apt,51,121.0,0,
Near South Side,Entire home/apt,51,128.0,1,5.0
Loop,Entire home/apt,52,122.0,223,4.9
Hermosa,Private room,69,130.0,2,5.0
Loop,Entire home/apt,53,210.0,34,5.0
Lincoln Park,Entire home/apt,6,150.0,86,4.87
North Center,Entire home/apt,15,139.0,100,4.91
Bridgeport,Entire home/apt,49,140.0,63,4.79
Logan Square,Entire home/apt,80,321.0,1,5.0
Logan Square,Entire home/apt,89,91.0,142,4.81
Near North Side,Entire home/apt,53,110.0,6,5.0
Near North Side,Entire home/apt,53,95.0,1,5.0
Lincoln Park,Entire home/apt,6,124.0,114,4.56
Lake View,Entire home/apt,17,387.0,126,4.94
Near North Side,Entire home/apt,54,174.0,2,5.0
Loop,Entire home/apt,53,239.0,0,
Loop,Entire home/apt,53,176.0,1,5.0
Near North Side,Entire home/apt,54,125.0,2,4.5
Near North Side,Entire home/apt,54,125.0,0,
Logan Square,Entire home/apt,58,309.0,83,5.0
Near North Side,Entire home/apt,53,193.0,8,5.0
Edgewater,Entire home/apt,14,774.0,0,
Edgewater,Private room,14,174.0,28,4.82
Edgewater,Private room,17,154.0,28,4.71
Edgewater,Private room,15,187.0,15,5.0
Edgewater,Private room,14,174.0,19,5.0
Edgewater,Private room,14,236.0,8,5.0
Hermosa,Private room,68,100.0,4,4.5
West Town,Entire home/apt,42,499.0,16,5.0
Near West Side,Entire home/apt,57,171.0,164,4.85
Near North Side,Entire home/apt,54,125.0,1,5.0
Near North Side,Entire home/apt,54,123.0,0,
Near North Side,Entire home/apt,54,124.0,0,
Near North Side,Entire home/apt,54,106.0,3,3.67
Irving Park,Entire home/apt,26,160.0,86,4.98
West Town,Entire home/apt,40,138.0,136,4.76
Greater Grand Crossing,Entire home/apt,249,150.0,1,5.0
Loop,Entire home/apt,57,269.0,236,4.74
Loop,Entire home/apt,61,232.0,218,4.82
Loop,Entire home/apt,60,287.0,206,4.65
Lake View,Entire home/apt,8,129.0,158,4.79
Loop,Private room,44,986.0,108,4.42
Loop,Private room,47,263.0,9,4.33
Loop,Private room,47,149.0,347,4.41
Kenwood,Entire home/apt,80,193.0,9,5.0
Near North Side,Entire home/apt,54,121.0,0,
Near North Side,Entire home/apt,54,118.0,1,5.0
Douglas,Entire home/apt,79,84.0,41,4.85
Hermosa,Entire home/apt,69,100.0,66,4.68
Woodlawn,Entire home/apt,111,135.0,49,4.65
Rogers Park,Private room,30,50.0,14,4.79
Irving Park,Entire home/apt,37,125.0,0,
Woodlawn,Entire home/apt,138,249.0,20,4.85
Lake View,Entire home/apt,16,58.0,13,4.85
Lincoln Square,Entire home/apt,17,135.0,279,4.89
Near West Side,Entire home/apt,56,797.0,32,4.97
Near North Side,Entire home/apt,54,116.0,2,5.0
Near North Side,Entire home/apt,54,98.0,6,5.0
Near North Side,Entire home/apt,54,100.0,1,1.0
Austin,Entire home/apt,204,124.0,67,4.66
Loop,Entire home/apt,61,180.0,0,
Near North Side,Entire home/apt,38,264.0,1,5.0
Near North Side,Entire home/apt,64,120.0,1,5.0
Near North Side,Entire home/apt,69,252.0,2,5.0
Loop,Entire home/apt,62,256.0,0,
Near North Side,Entire home/apt,72,147.0,2,4.0
Near North Side,Entire home/apt,58,99.0,19,4.74
Near West Side,Entire home/apt,55,492.0,82,4.93
Near North Side,Entire home/apt,72,207.0,0,
Near North Side,Entire home/apt,72,220.0,6,5.0
Douglas,Entire home/apt,74,53.0,7,4.86
Lake View,Entire home/apt,9,200.0,52,4.85
Lincoln Park,Entire home/apt,5,206.0,172,4.85
Near North Side,Entire home/apt,55,482.0,125,4.99
Loop,Entire home/apt,66,276.0,1,5.0
Near North Side,Entire home/apt,72,277.0,2,4.5
Near North Side,Entire home/apt,67,239.0,0,
West Town,Entire home/apt,71,158.0,99,4.83
Near North Side,Entire home/apt,54,100.0,0,
Douglas,Private room,55,79.0,153,4.92
Lower West Side,Entire home/apt,68,135.0,91,4.89
Loop,Entire home/apt,63,119.0,0,
Near West Side,Entire home/apt,70,166.0,2,5.0
Near West Side,Entire home/apt,68,199.0,1,5.0
Loop,Entire home/apt,65,177.0,0,
Near North Side,Entire home/apt,68,230.0,0,
Loop,Entire home/apt,60,302.0,0,
Avondale,Entire home/apt,28,79.0,46,4.91
West Ridge,Entire home/apt,38,149.0,40,4.9
Lake View,Entire home/apt,17,490.0,72,4.93
Near North Side,Entire home/apt,34,140.0,0,
Loop,Entire home/apt,54,130.0,3,5.0
Near North Side,Entire home/apt,50,105.0,1,5.0
Near North Side,Entire home/apt,58,533.0,0,
Near West Side,Entire home/apt,68,145.0,1,5.0
Near North Side,Entire home/apt,38,125.0,1,4.0
Near West Side,Entire home/apt,70,230.0,0,
Douglas,Entire home/apt,34,400.0,0,
Lake View,Entire home/apt,9,110.0,9,5.0
Uptown,Entire home/apt,20,75.0,104,4.72
Lake View,Entire home/apt,9,112.0,5,4.8
Near North Side,Entire home/apt,41,231.0,0,
Near North Side,Entire home/apt,72,277.0,3,4.67
Rogers Park,Entire home/apt,31,79.0,72,4.46
Near North Side,Entire home/apt,44,101.0,8,4.75
East Garfield Park,Private room,213,44.0,1,5.0
East Garfield Park,Private room,216,44.0,0,
East Garfield Park,Private room,218,44.0,1,5.0
Near West Side,Private room,69,44.0,2,5.0
Lower West Side,Private room,70,44.0,0,
Lower West Side,Private room,69,44.0,1,5.0
Lower West Side,Private room,68,59.0,0,
Lincoln Park,Entire home/apt,13,284.0,234,4.98
West Town,Entire home/apt,53,163.0,144,4.97
West Town,Entire home/apt,42,82.0,172,4.77
Uptown,Private room,19,88.0,103,4.96
North Center,Entire home/apt,16,230.0,1,5.0
North Center,Entire home/apt,16,184.0,4,5.0
Lower West Side,Entire home/apt,69,127.0,127,4.86
Irving Park,Private room,29,54.0,1,5.0
Irving Park,Private room,29,47.0,2,5.0
North Center,Entire home/apt,17,165.0,4,4.75
East Garfield Park,Entire home/apt,213,82.0,180,4.82
Loop,Entire home/apt,61,350.0,0,
Near North Side,Entire home/apt,44,190.0,159,4.84
Loop,Entire home/apt,62,401.0,0,
Near West Side,Entire home/apt,70,310.0,0,
Armour Square,Entire home/apt,42,207.0,34,4.68
Loop,Entire home/apt,60,276.0,3,5.0
Albany Park,Entire home/apt,36,89.0,51,4.78
Lincoln Square,Private room,17,47.0,154,4.75
Mckinley Park,Entire home/apt,43,73.0,48,4.83
Irving Park,Entire home/apt,32,222.0,169,4.87
Lincoln Park,Entire home/apt,8,238.0,123,4.82
Dunning,Entire home/apt,3,140.0,58,4.88
Near North Side,Entire home/apt,56,254.0,1,5.0
Lower West Side,Entire home/apt,79,120.0,169,4.83
Near South Side,Entire home/apt,51,121.0,0,
West Town,Entire home/apt,56,85.0,130,4.89
Lake View,Entire home/apt,7,98.0,126,4.87
Near West Side,Entire home/apt,164,178.0,131,4.96
Lincoln Park,Entire home/apt,30,89.0,65,4.92
Logan Square,Entire home/apt,39,161.0,30,4.9
Near North Side,Entire home/apt,69,680.0,0,
Logan Square,Entire home/apt,55,140.0,143,4.9
Lincoln Park,Entire home/apt,10,614.0,34,4.85
Lake View,Entire home/apt,9,75.0,104,4.85
Norwood Park,Private room,1,33.0,14,5.0
Grand Boulevard,Entire home/apt,102,96.0,126,4.88
Near West Side,Entire home/apt,61,99.0,5,4.8
Logan Square,Entire home/apt,45,156.0,0,
Portage Park,Entire home/apt,12,84.0,38,4.74
Lake View,Entire home/apt,9,77.0,10,4.8
Grand Boulevard,Entire home/apt,102,186.0,139,4.92
Lake View,Entire home/apt,13,493.0,24,4.79
North Center,Entire home/apt,15,205.0,67,5.0
Lake View,Entire home/apt,6,63.0,247,4.65
Lake View,Entire home/apt,6,66.0,147,4.84
Logan Square,Entire home/apt,45,158.0,1,4.0
Loop,Entire home/apt,64,150.0,2,5.0
Near North Side,Entire home/apt,43,117.0,180,4.83
Woodlawn,Private room,135,45.0,93,4.69
Near North Side,Entire home/apt,58,148.0,1,5.0
Washington Park,Entire home/apt,125,175.0,56,4.95
West Town,Entire home/apt,151,644.0,56,4.98
Lake View,Entire home/apt,8,78.0,220,4.93
Lake View,Entire home/apt,8,821.0,112,4.96
West Town,Private room,46,264.0,6,5.0
Near North Side,Entire home/apt,43,102.0,123,4.8
West Ridge,Entire home/apt,23,61.0,58,4.67
Logan Square,Entire home/apt,41,130.0,2,5.0
Loop,Entire home/apt,46,177.0,2,4.5
Near North Side,Entire home/apt,44,698.0,4,5.0
Norwood Park,Private room,2,36.0,12,4.75
Hyde Park,Entire home/apt,60,69.0,107,4.8
Norwood Park,Private room,1,33.0,102,4.84
Logan Square,Entire home/apt,45,160.0,2,4.5
Lake View,Entire home/apt,7,112.0,2,5.0
Lake View,Entire home/apt,7,111.0,2,5.0
Near North Side,Entire home/apt,43,120.0,161,4.61
Near North Side,Entire home/apt,44,152.0,108,4.87
Rogers Park,Entire home/apt,25,191.0,86,4.8
West Town,Entire home/apt,45,253.0,81,4.81
Near North Side,Entire home/apt,64,377.0,1,5.0
Avondale,Entire home/apt,33,155.0,72,4.99
Lake View,Entire home/apt,20,65.0,90,4.71
Near North Side,Entire home/apt,49,61.0,229,4.78
Belmont Cragin,Entire home/apt,33,220.0,1,5.0
Norwood Park,Private room,1,33.0,87,4.82
Humboldt Park,Private room,167,33.0,152,4.69
Near North Side,Entire home/apt,38,294.0,0,
Humboldt Park,Private room,185,33.0,218,4.83
Humboldt Park,Private room,165,37.0,226,4.77
Near North Side,Entire home/apt,43,116.0,128,4.81
Oakland,Entire home/apt,66,169.0,83,4.92
Near North Side,Entire home/apt,72,147.0,0,
Near North Side,Entire home/apt,72,217.0,3,5.0
Lincoln Park,Entire home/apt,6,417.0,31,4.71
Near North Side,Entire home/apt,72,277.0,1,5.0
Near North Side,Entire home/apt,71,270.0,7,4.71
Near North Side,Entire home/apt,72,270.0,23,4.43
Uptown,Entire home/apt,21,129.0,0,
South Chicago,Entire home/apt,145,150.0,0,
East Garfield Park,Private room,200,23.0,81,4.33
Near North Side,Entire home/apt,44,102.0,5,5.0
Lake View,Entire home/apt,9,139.0,101,4.96
Lake View,Entire home/apt,12,159.0,129,4.78
Logan Square,Entire home/apt,50,112.0,88,4.84
Irving Park,Entire home/apt,33,90.0,115,4.86
Near West Side,Private room,59,70.0,8,4.75
Portage Park,Private room,33,193.0,3,5.0
West Town,Entire home/apt,57,125.0,158,4.99
Kenwood,Private room,74,30.0,28,4.89
Near West Side,Entire home/apt,62,83.0,335,4.7
West Town,Entire home/apt,44,50.0,152,4.74
West Town,Entire home/apt,44,50.0,133,4.71
West Town,Entire home/apt,44,55.0,110,4.7
West Town,Entire home/apt,44,50.0,93,4.84
West Town,Entire home/apt,44,40.0,87,4.77
West Town,Entire home/apt,44,40.0,70,4.7
West Town,Entire home/apt,44,40.0,140,4.81
West Town,Entire home/apt,44,55.0,116,4.72
West Town,Entire home/apt,44,50.0,168,4.79
West Town,Entire home/apt,44,55.0,126,4.75
West Town,Entire home/apt,44,50.0,103,4.7
West Town,Entire home/apt,44,40.0,92,4.87
West Town,Entire home/apt,44,40.0,85,4.84
West Town,Entire home/apt,44,50.0,132,4.78
West Town,Entire home/apt,44,50.0,120,4.75
West Town,Entire home/apt,44,55.0,107,4.85
Uptown,Entire home/apt,21,114.0,0,
Lake View,Entire home/apt,6,58.0,100,4.78
Uptown,Entire home/apt,16,66.0,78,4.76
Lower West Side,Entire home/apt,68,80.0,39,4.9
Lake View,Entire home/apt,19,81.0,91,4.75
Near South Side,Entire home/apt,50,1000.0,0,
Loop,Entire home/apt,60,114.0,2,5.0
Uptown,Entire home/apt,19,61.0,179,4.64
Woodlawn,Private room,141,45.0,33,4.7
Avondale,Entire home/apt,36,242.0,92,4.96
Lake View,Entire home/apt,6,256.0,129,4.81
Humboldt Park,Entire home/apt,207,149.0,46,4.59
Douglas,Entire home/apt,76,135.0,81,4.94
Loop,Entire home/apt,53,248.0,1,5.0
Woodlawn,Private room,137,45.0,119,4.82
Morgan Park,Entire home/apt,28,229.0,73,4.59
Near South Side,Entire home/apt,37,119.0,146,4.87
Near North Side,Entire home/apt,59,78.0,0,
Lincoln Square,Entire home/apt,19,78.0,139,4.69
Loop,Entire home/apt,59,222.0,184,4.78
Grand Boulevard,Entire home/apt,101,110.0,30,4.93
Logan Square,Entire home/apt,82,129.0,80,4.85
West Town,Entire home/apt,26,50.0,136,4.8
Near North Side,Entire home/apt,52,126.0,219,4.97
Lower West Side,Entire home/apt,63,55.0,159,4.81
Logan Square,Private room,56,25.0,108,4.17
Logan Square,Private room,50,23.0,132,4.22
Logan Square,Private room,54,36.0,122,4.54
Logan Square,Private room,51,23.0,103,4.18
Logan Square,Private room,54,23.0,114,4.53
Edgewater,Entire home/apt,14,151.0,95,4.96
Woodlawn,Entire home/apt,138,83.0,89,4.9
East Garfield Park,Entire home/apt,206,64.0,107,4.84
Lincoln Square,Entire home/apt,18,73.0,149,4.77
Lincoln Park,Entire home/apt,17,380.0,66,4.94
West Town,Entire home/apt,46,1352.0,22,5.0
North Center,Entire home/apt,15,200.0,16,4.81
Lake View,Entire home/apt,9,281.0,165,4.88
Lincoln Park,Entire home/apt,7,88.0,179,4.87
Lake View,Entire home/apt,8,314.0,46,4.89
Austin,Entire home/apt,252,150.0,5,5.0
Mckinley Park,Private room,32,30.0,101,4.67
Mckinley Park,Private room,36,35.0,49,4.67
Near South Side,Entire home/apt,36,111.0,175,4.74
West Englewood,Private room,214,55.0,25,4.72
Loop,Entire home/apt,63,239.0,2,5.0
Loop,Entire home/apt,53,245.0,3,5.0
West Town,Entire home/apt,44,40.0,102,4.75
West Town,Entire home/apt,44,40.0,78,4.76
West Town,Entire home/apt,44,40.0,127,4.74
West Town,Entire home/apt,44,42.0,128,4.72
West Town,Entire home/apt,44,50.0,108,4.73
Near North Side,Entire home/apt,72,277.0,6,4.67
Lincoln Park,Entire home/apt,19,114.0,191,4.88
Near West Side,Private room,69,44.0,0,
Near West Side,Private room,68,44.0,0,
Loop,Entire home/apt,61,99.0,90,4.92
Logan Square,Entire home/apt,119,71.0,115,4.7
North Center,Entire home/apt,11,189.0,65,4.97
Near West Side,Entire home/apt,57,100.0,2,3.0
Near West Side,Entire home/apt,57,99.0,0,
Near West Side,Entire home/apt,69,139.0,0,
Near West Side,Entire home/apt,143,92.0,93,4.81
Near North Side,Entire home/apt,60,119.0,2,5.0
Albany Park,Entire home/apt,33,99.0,91,4.74
Uptown,Entire home/apt,19,669.0,41,4.95
West Town,Entire home/apt,110,95.0,108,4.87
West Town,Entire home/apt,38,185.0,81,4.91
Mckinley Park,Private room,38,30.0,71,4.63
Greater Grand Crossing,Entire home/apt,250,65.0,7,4.71
Greater Grand Crossing,Entire home/apt,220,66.0,12,4.08
Loop,Entire home/apt,63,100.0,0,
Loop,Entire home/apt,62,115.0,0,
East Garfield Park,Entire home/apt,220,190.0,17,4.24
Brighton Park,Entire home/apt,56,50.0,52,4.81
Near North Side,Private room,40,213.0,3,5.0
Uptown,Entire home/apt,18,64.0,202,4.7
Lincoln Park,Entire home/apt,6,235.0,43,4.91
Lincoln Park,Entire home/apt,6,162.0,24,4.79
Lincoln Park,Entire home/apt,6,193.0,35,4.74
North Center,Entire home/apt,16,171.0,1,1.0
Montclare,Private room,21,65.0,40,4.93
Lower West Side,Private room,71,80.0,104,5.0
Loop,Entire home/apt,60,215.0,0,
Loop,Entire home/apt,62,203.0,0,
Logan Square,Entire home/apt,25,261.0,66,4.94
Mckinley Park,Private room,37,1000.0,69,4.59
Avondale,Entire home/apt,34,185.0,86,4.99
Logan Square,Entire home/apt,39,121.0,76,4.86
Portage Park,Entire home/apt,32,158.0,8,5.0
Lake View,Entire home/apt,7,113.0,1,4.0
Near North Side,Entire home/apt,57,179.0,11,5.0
Logan Square,Entire home/apt,76,199.0,57,4.89
Near North Side,Entire home/apt,33,157.0,100,4.98
Near North Side,Entire home/apt,43,163.0,158,4.76
Near West Side,Entire home/apt,58,145.0,58,4.76
Greater Grand Crossing,Entire home/apt,243,77.0,0,
Pullman,Entire home/apt,118,124.0,61,4.84
Logan Square,Entire home/apt,30,252.0,121,4.94
Bridgeport,Entire home/apt,46,664.0,1,5.0
Irving Park,Entire home/apt,32,219.0,69,4.94
West Town,Entire home/apt,110,89.0,109,4.72
West Town,Entire home/apt,91,303.0,73,4.97
West Garfield Park,Entire home/apt,444,960.0,0,
Washington Park,Entire home/apt,150,119.0,63,4.87
Loop,Entire home/apt,54,145.0,0,
West Town,Entire home/apt,36,79.0,259,4.76
Near North Side,Entire home/apt,37,101.0,1,4.0
Near North Side,Entire home/apt,37,130.0,0,
Near North Side,Entire home/apt,37,103.0,0,
Lake View,Entire home/apt,11,192.0,63,4.83
Austin,Entire home/apt,55,10000.0,0,
Near North Side,Entire home/apt,69,378.0,89,4.75
Near North Side,Entire home/apt,72,207.0,3,5.0
Near North Side,Entire home/apt,69,191.0,19,4.53
Near West Side,Entire home/apt,150,91.0,12,4.92
South Shore,Private room,231,60.0,4,4.75
Calumet Heights,Entire home/apt,91,95.0,32,4.69
Avondale,Entire home/apt,30,83.0,25,4.96
Logan Square,Entire home/apt,42,120.0,96,4.89
Lake View,Entire home/apt,7,108.0,0,
Lake View,Entire home/apt,9,61.0,22,4.91
Oakland,Entire home/apt,59,67.0,0,
Avondale,Entire home/apt,38,68.0,108,4.72
Austin,Entire home/apt,12,99.0,65,4.54
Austin,Entire home/apt,230,250.0,19,4.32
West Town,Entire home/apt,48,2643.0,7,5.0
